GCA	Assembly_UID	Assembly_search_term	Assembly_accession	BioSample	BioSample_refetched	BioSample_UID	geo_location	isolation_source	host	disease	host_health_state	collection_date	strain	sample_name	submitter_id	organism	biosample_title	all_biosample_attributes	error	GCA_clean	Bacterial accession	Phylogroup
GCA_002518005.1	1310231	GCA_002518005.1[Assembly Accession]	GCF_002518005.1	SAMN05468014	SAMN05468014	5468014	USA	intestine	Odocoileus virginianus	Unknown	Unknown	29/03/1983	MOD1-EC5780	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1983-03-29; collection_date=1983-03-29; food product origin geographic location=USA:PA; food_origin=USA:PA; geo_loc_name=USA; geographic location=USA; host=Odocoileus virginianus; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research| other animal; ifsac_category=veterinary clinical/research| other animal; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research| other animal; isolate name alias=CFSAN044017, 83-709; isolate_name_alias=CFSAN044017, 83-709; isolation source=intestine; isolation_source=intestine; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=intestine:UBERON_0000160| odocoileus virginianus:NCBITAXON_9874; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5780		GCA_002518005.1	GCA_002518005.1	B1
GCA_002247685.1	1168841	GCA_002247685.1[Assembly Accession]	GCF_002247685.1	SAMN07450636	SAMN07450636	7450636	Thailand: Lamphun	Rectal swab	Swine	Unknown	Unknown	08/03/2015	ECSW+02	Unknown	Unknown	Escherichia coli	Thailand Sample: ECSW+02	collected by=Unknown; collected_by=Unknown; collection date=2015-03-08; collection_date=2015-03-08; geo_loc_name=Thailand: Lamphun; geographic location=Thailand: Lamphun; host=Swine; host disease=Unknown; host health state=Unknown; host sex=Unknown; host_disease=Unknown; host_health_state=Unknown; host_sex=Unknown; isolation source=Rectal swab; isolation_source=Rectal swab; lat_lon=18.5745 N 99.0086 E; latitude and longitude=18.5745 N 99.0086 E; strain=ECSW+02		GCA_002247685.1	GCA_002247685.1	B1
GCA_002942465.1	1584031	GCA_002942465.1[Assembly Accession]	GCF_002942465.1	SAMN08469971	SAMN08469971	8469971	China: Jilin	Unknown	cows	Unknown	Unknown	17/08/2017	JL_F4_1	Unknown	JL_F4_1	Escherichia coli	Microbe sample from Escherichia coli	collection date=2017-08-17; collection_date=2017-08-17; geo_loc_name=China: Jilin; geographic location=China: Jilin; host=cows; sample type=feces; sample_type=feces; strain=JL_F4_1		GCA_002942465.1	GCA_002942465.1	B1
GCA_002971965.1	1617911	GCA_002971965.1[Assembly Accession]	GCF_002971965.1	SAMN03384309	SAMN03384309	3384309	China	animal	Unknown	Unknown	Unknown	2012	HT2012039	Unknown	2012HT039	Escherichia coli	Microbe sample from Escherichia coli	collection date=2012; collection_date=2012; geo_loc_name=China; geographic location=China; isolation source=animal; isolation_source=animal; sample type=sample; sample_type=sample; strain=HT2012039		GCA_002971965.1	GCA_002971965.1	B1
GCA_002543795.1	1324291	GCA_002543795.1[Assembly Accession]	GCF_002543795.1	SAMN05439411	SAMN05439411	5439411	USA	food	Unknown	Unknown	Unknown	01/12/2009	MOD1-EC5984	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=2009-12-01; collection_date=2009-12-01; food product origin geographic location=USA:CA; food_origin=USA:CA; geo_loc_name=USA; geographic location=USA; host disease=Unknown; host_disease=Unknown; ifsac+ category=multi-ingredient; ifsac_category=multi-ingredient; interagency food safety analytics collaboration (ifsac) category=multi-ingredient; isolate name alias=CFSAN044221, 319099675; isolate_name_alias=CFSAN044221, 319099675; isolation source=food; isolation_source=food; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=food:chebi_33290; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=food; source_type=food; strain=MOD1-EC5984		GCA_002543795.1	GCA_002543795.1	B1
GCA_002484735.1	1293621	GCA_002484735.1[Assembly Accession]	GCF_002484735.1	SAMN04992490	SAMN04992490	4992490	USA	feces	Homo sapiens	Unknown	Unknown	28/02/1991	MOD1-EC6660	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1991-02-28; collection_date=1991-02-28; food product origin geographic location=Saudi Arabia; food_origin=Saudi Arabia; geo_loc_name=USA; geographic location=USA; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN050368,300-2 G518; isolate_name_alias=CFSAN050368,300-2 G518; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=human; source_type=human; strain=MOD1-EC6660		GCA_002484735.1	GCA_002484735.1	B1
GCA_002484775.1	1293611	GCA_002484775.1[Assembly Accession]	GCF_002484775.1	SAMN04992489	SAMN04992489	4992489	USA	feces	Homo sapiens	Unknown	Unknown	28/02/1991	MOD1-EC6659	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1991-02-28; collection_date=1991-02-28; food product origin geographic location=Saudi Arabia; food_origin=Saudi Arabia; geo_loc_name=USA; geographic location=USA; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN050367,300-1 G517; isolate_name_alias=CFSAN050367,300-1 G517; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=human; source_type=human; strain=MOD1-EC6659		GCA_002484775.1	GCA_002484775.1	B1
GCA_001906135.1	920781	GCA_001906135.1[Assembly Accession]	GCF_001906135.1	SAMN04001690	SAMN04001690	4001690	Bangladesh	stool	Homo sapiens	diarrhea	Unknown	Unknown	600690	Unknown	600690	Shigella boydii	Pathogen: clinical or host-associated sample from Shigella boydii	collected by=Global Enteric Multicenter Study (GEMS); collected_by=Global Enteric Multicenter Study (GEMS); collection date=Unknown; collection_date=Unknown; geo_loc_name=Bangladesh; geographic location=Bangladesh; host=Homo sapiens; host disease=diarrhea; host_disease=diarrhea; isolation source=stool; isolation_source=stool; lat_lon=23.42 N 90.21 E; latitude and longitude=23.42 N 90.21 E; strain=600690		GCA_001906135.1	GCA_001906135.1	B1
GCA_002950375.1	1593091	GCA_002950375.1[Assembly Accession]	GCF_002950375.1	SAMN08330247	SAMN08330247	8330247	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	NCTC 9733	Unknown	NCTC 9733	Shigella boydii	Pathogen: clinical or host-associated sample from Shigella boydii	collected by=Unknown; collected_by=Unknown; collection date=Unknown; collection_date=Unknown; culture collection=NCTC:9733; culture-collection=NCTC:9733; culture_collection=NCTC:9733; geo_loc_name=Unknown; geographic location=Unknown; host=Unknown; host disease=Unknown; host_disease=Unknown; isolation source=Unknown; isolation_source=Unknown; lat_lon=Unknown; latitude and longitude=Unknown; serotype=5; strain=NCTC 9733		GCA_002950375.1	GCA_002950375.1	B1
GCA_002950035.1	1592781	GCA_002950035.1[Assembly Accession]	GCF_002950035.1	SAMN01916925	SAMN01916925	1916925	Unknown	Feces of patient with dysentery	Homo sapiens	Unknown	Unknown	Unknown	ATCC 35964	Unknown	ATCC 35964	Shigella boydii	Pathogen sample Shigella boydii ATCC 35964	collected by=Unknown; collected-by=Unknown; collected_by=Unknown; collection date=Unknown; collection_date=Unknown; culture collection=ATCC: 35964; culture-collection=ATCC: 35964; culture_collection=ATCC: 35964; geo_loc_name=Unknown; geographic location=Unknown; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; isolate name alias=CDC 2710-54; isolate_name_alias=CDC 2710-54; isolation source=Feces of patient with dysentery; isolation_source=Feces of patient with dysentery; lat-lon=Unknown; lat_lon=Unknown; latitude and longitude=Unknown; note=geographic origin listed as Indochina; repository=American Type Culture Collection (ATCC); risk group=Biosafety Level 2; risk_group=Biosafety Level 2; specific_host=Homo sapiens; strain=ATCC 35964; type status=non-type strain; type_status=non-type strain		GCA_002950035.1	GCA_002950035.1	B1
GCA_000188815.2	459808	GCA_000188815.2[Assembly Accession]	GCF_000188815.1	SAMN00792443	SAMN00792443	792443	Brazil	Unknown	Homo sapiens	Unknown	Unknown	1984	LT-68	Unknown	4	Escherichia coli LT-68	MIGS Cultured Bacterial/Archaeal sample from Escherichia coli LT-68	broad-scale environmental context=terrestrial biome [ENVO:00000446]; collection date=1984; collection_date=1984; env_broad_scale=terrestrial biome [ENVO:00000446]; env_local_scale=human-associated habitat [ENVO:00009003]; env_medium=Unknown; environment (biome)=terrestrial biome [ENVO:00000446]; environment (feature)=human-associated habitat [ENVO:00009003]; environment (material)=Unknown; environmental medium=Unknown; finishing strategy (depth of coverage)=21x; geo_loc_name=Brazil; geographic location=Brazil; geographic location (country and/or sea,region)=Brazil; geographic location (latitude and longitude)=Unknown; host=Homo sapiens; host age=Unknown; host body product=Unknown; host disease=Unknown; host phenotype=EIEC; host sex=Unknown; host_age=Unknown; host_body_product=Unknown; host_disease=Unknown; host_phenotype=EIEC; host_sex=Unknown; investigation type=bacteria_archaea; investigation_type=bacteria_archaea; isol_growth_condt=Unknown; isolation and growth condition=Unknown; lat_lon=Unknown; latitude and longitude=Unknown; local-scale environmental context=human-associated habitat [ENVO:00009003]; num_replicons=Unknown; number of replicons=Unknown; project name=Emerging Diarrheal Pathogens; project_name=Emerging Diarrheal Pathogens; ref_biomaterial=Unknown; reference for biomaterial=Unknown; serotype=O144:H-; specific host=Homo sapiens; strain=LT-68		GCA_000188815.2	GCA_000188815.2	B1
GCA_001542675.2	644501	GCA_001542675.2[Assembly Accession]	GCF_001542675.2	SAMN04395032	SAMN04395032	4395032	United Kingdom	environmental	Unknown	Unknown	Unknown	1950	MRE600	Unknown	Escherichia coli MRE600	Escherichia coli	Escherichia coli MRE600	collection date=1950; collection_date=1950; geo_loc_name=United Kingdom; geographic location=United Kingdom; isolation source=environmental; isolation_source=environmental; sample type=environmental isolate; sample_type=environmental isolate; strain=MRE600		GCA_001542675.2	GCA_001542675.2	B1
GCA_002949935.1	1592671	GCA_002949935.1[Assembly Accession]	GCF_002949935.1	SAMN04316456	SAMN04316456	4316456	Unknown	Unknown	Homo sapiens	Unknown	Unknown	Unknown	ATCC 12021	Unknown	Unknown	Shigella dysenteriae	Pathogen: clinical or host-associated sample from Shigella dysenteriae	attribute_package=clinical/host-associated; collected by=United States Food and Drug Administration; collected_by=United States Food and Drug Administration; collection date=Unknown; collection_date=Unknown; culture collection=ATCC:12021; culture_collection=ATCC:12021; food product origin geographic location=Unknown; food_origin=Unknown; geo_loc_name=Unknown; geographic location=Unknown; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=Sd41; isolate_name_alias=Sd41; isolation source=Unknown; isolation_source=Unknown; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=missing:GENEPIO_0001618; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=United States Food and Drug Administration| Center for Food Safety and Applied Nutrition; sequenced_by=United States Food and Drug Administration| Center for Food Safety and Applied Nutrition; serovar=8; source type=human; source_type=human; strain=ATCC 12021		GCA_002949935.1	GCA_002949935.1	B1
GCA_001907465.1	921461	GCA_001907465.1[Assembly Accession]	GCF_001907465.1	SAMN04457270	SAMN04457270	4457270	Bolivia	Unknown	Homo sapiens	Unknown	Unknown	Unknown	ATM462	Unknown	ATM462	Escherichia coli	Microbe sample from Escherichia coli	collection date=Unknown; collection_date=Unknown; geo_loc_name=Bolivia; geographic location=Bolivia; host=Homo sapiens; sample type=culture; sample_type=culture; serotype=O164:H7; strain=ATM462		GCA_001907465.1	GCA_001907465.1	B1
GCA_001907495.1	921481	GCA_001907495.1[Assembly Accession]	GCF_001907495.1	SAMN04457272	SAMN04457272	4457272	Bulgaria	Unknown	Homo sapiens	Unknown	Unknown	Unknown	ATM463	Unknown	ATM463	Escherichia coli	Microbe sample from Escherichia coli	collection date=Unknown; collection_date=Unknown; geo_loc_name=Bulgaria; geographic location=Bulgaria; host=Homo sapiens; sample type=culture; sample_type=culture; serotype=O164:H7; strain=ATM463		GCA_001907495.1	GCA_001907495.1	B1
GCA_002467105.1	1284551	GCA_002467105.1[Assembly Accession]	GCF_002467105.1	SAMN05591514	SAMN05591514	5591514	USA	Unknown	Unknown	Unknown	Unknown	2015	MOD1-EC269	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Walter Reed Army Institute of Research; collected_by=Walter Reed Army Institute of Research; collection date=2015; collection_date=2015; geo_loc_name=USA; geographic location=USA; ifsac+ category=clinical/research; ifsac_category=clinical/research; interagency food safety analytics collaboration (ifsac) category=clinical/research; isolate name alias=CFSAN054130, 10523-70; isolate_name_alias=CFSAN054130, 10523-70; isolation source=Unknown; isolation_source=Unknown; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=missing:GENEPIO_0001618; source type=Unknown; source_type=Unknown; strain=MOD1-EC269		GCA_002467105.1	GCA_002467105.1	B1
GCA_003146375.1	1714971	GCA_003146375.1[Assembly Accession]	GCF_003146375.1	SAMN06641804	SAMN06641804	6641804	Germany: Dresden-Kaditz	wastewater outflow	Unknown	Unknown	Unknown	11/04/2012	Spr2012_WWKa_OUT_13	Unknown	Spr2012_WWKa_OUT_13	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	collected by=Unknown; collected_by=Unknown; collection date=2012-04-11; collection_date=2012-04-11; geo_loc_name=Germany: Dresden-Kaditz; geographic location=Germany: Dresden-Kaditz; isolation source=wastewater outflow; isolation_source=wastewater outflow; lat_lon=51.0707 N 13.6808 E; latitude and longitude=51.0707 N 13.6808 E; sample type=whole organism; sample_type=whole organism; strain=Spr2012_WWKa_OUT_13		GCA_003146375.1	GCA_003146375.1	B1
GCA_002545595.1	1325191	GCA_002545595.1[Assembly Accession]	GCF_002545595.1	SAMN05439372	SAMN05439372	5439372	USA	small intestine	Unknown	Unknown	Unknown	05/04/1985	MOD1-EC5876	Unknown	Unknown	Escherichia coli	Pathogen: environmental/food/other sample from Escherichia coli	attribute_package=environmental/food/other; collected by=Pennsylvania State University| Escherichia coli Reference Center; collected_by=Pennsylvania State University| Escherichia coli Reference Center; collection date=1985-04-05; collection_date=1985-04-05; food product origin geographic location=USA:NE; food_origin=USA:NE; geo_loc_name=USA; geographic location=USA; host=Unknown; host disease=Unknown; host_disease=Unknown; ifsac+ category=veterinary clinical/research; ifsac_category=veterinary clinical/research; interagency food safety analytics collaboration (ifsac) category=veterinary clinical/research; isolate name alias=CFSAN044113, 426; isolate_name_alias=CFSAN044113, 426; isolation source=small intestine; isolation_source=small intestine; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=small intestine:uberon_0002108; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Pennsylvania State University| Escherichia coli Reference Center; sequenced_by=Pennsylvania State University| Escherichia coli Reference Center; source type=animal; source_type=animal; strain=MOD1-EC5876		GCA_002545595.1	GCA_002545595.1	B1
